2018-05-06 02:37:25	margarita	what's your hobbies	Ummm I like singing, doing sports, eating, hanging out with friends, traveling and sometimes even amateur modeling	1714.8365384615386	{'your': 9.836538461538462, 'hobbi': 682.0, 'hobby': 682.0, 'hobbies': 341.0}	My name is Margarita	47.72542735042735	{"what'": 12.62962962962963, 'your': 9.836538461538462, "what's": 25.25925925925926}	My favorite sport is definitely volleyball	47.72542735042735	{"what'": 12.62962962962963, 'your': 9.836538461538462, "what's": 25.25925925925926}
2018-05-06 02:37:25	margarita	that's very cool	That's sweet of you	127.875	{"that'": 42.625, "that's": 85.25}	That's nice of you to say	127.875	{"that'": 42.625, "that's": 85.25}	Actually I didn't apply to other universities! But that's because I applied very early so I had plenty of time to figure out other universities in case I wasn't admitted	110.4375	{"that'": 21.3125, 'veri': 15.5, "that's": 42.625, 'very': 31.0}
2018-05-06 02:37:25	margarita	what is your favorite	My favorite country is Argentina	148.45442464040025	{'is': 24.95121951219512, 'your': 9.836538461538462, 'favorit': 37.888888888888886, 'favorite': 75.77777777777777}	My favorite sport is definitely volleyball	135.97881488430266	{'is': 12.47560975609756, 'your': 9.836538461538462, 'favorit': 37.888888888888886, 'favorite': 75.77777777777777}	I think Alessia Cara is very talented	117.52471942498076	{'what': 6.959183673469388, 'is': 24.95121951219512, 'your': 9.836538461538462, 'favorit': 25.25925925925926, 'favorite': 50.51851851851852}
2018-05-06 02:37:25	margarita	do you like music	Moldovan national music is either really sad or really happy, has a lot of brass and is closely similar to Romanian music actually	102.38692457639826	{'like': 24.666126855600538, 'music': 77.72079772079772}	I love all music genres, really! I especially like dubstep, pop, hip hop and classical sometimes	98.72802168816631	{'do': 11.472977214236394, 'you': 4.298319327731092, 'like': 24.666126855600538, 'music': 58.29059829059828}	I love all music genres, really! I especially like dubstep, pop, hip hop and classical sometimes	98.72802168816631	{'do': 11.472977214236394, 'you': 4.298319327731092, 'like': 24.666126855600538, 'music': 58.29059829059828}
2018-05-06 02:37:25	margarita	do you play an instrument	In one way or another, I practice music every day! Whether it's an instrument, writing or singing, and whether it's for work or for fun, I do something every day	436.82829796959857	{'do': 17.20946582135459, 'you': 4.298319327731092, 'play': 17.487179487179485, 'instrument': 397.83333333333337}	This semester I started to learn the flute	428.3624218918336	{'you': 4.298319327731092, 'play': 26.230769230769226, 'instrument': 397.83333333333337}	This semester I started to learn the flute	424.0641025641026	{'play': 26.230769230769226, 'instrument': 397.83333333333337}
2018-05-06 02:37:25	margarita	do you like to play the guitar	After I graduate I want to work in the music industry, with record labels, studios and things like that. But I'm really open to anything	78.59118341252368	{'do': 17.20946582135459, 'you': 4.298319327731092, 'like': 24.666126855600538, 'to': 19.301886792452834, 'play': 13.115384615384613}	After I graduate I want to work in the music industry, with record labels, studios and things like that. But I'm really open to anything	77.15301413313657	{'do': 11.472977214236394, 'you': 8.596638655462185, 'like': 24.666126855600538, 'to': 19.301886792452834, 'play': 13.115384615384613}	After I graduate I want to work in the music industry, with record labels, studios and things like that. But I'm really open to anything	72.85469480540547	{'do': 11.472977214236394, 'you': 4.298319327731092, 'like': 24.666126855600538, 'to': 19.301886792452834, 'play': 13.115384615384613}
2018-05-06 02:37:25	margarita	what is your experience playing the guitar	Well I've been playing piano for the last 14 years so I must be okay at it	161.94229759741572	{'experi': 2.6850393700787403, 'play': 17.487179487179485, 'experience': 5.3700787401574805, 'playing': 136.4}	I've played the cello for less than a year, so I'm probably not that good	120.84742580254392	{'experi': 2.6850393700787403, 'play': 21.858974358974358, 'experience': 5.3700787401574805, 'playing': 90.93333333333334}	I've played the flute for less than a year, so I'm probably not that good	120.84742580254392	{'experi': 2.6850393700787403, 'play': 21.858974358974358, 'experience': 5.3700787401574805, 'playing': 90.93333333333334}
2018-05-06 02:37:25	margarita	what are you studying	My parents weren't okay with me studying here at first, but later on they were okay	434.4829347123465	{'you': 4.298319327731092, 'studi': 20.984615384615385, 'studying': 409.20000000000005}	Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and small classes with experts in the field	430.1846153846154	{'studi': 20.984615384615385, 'studying': 409.20000000000005}	Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and small classes with experts in the field	430.1846153846154	{'studi': 20.984615384615385, 'studying': 409.20000000000005}
2018-05-06 02:37:25	margarita	do you get home safe	I've lived abroad before so I'm used to being away, so no, I don't miss home too much. Plus, I skype my family often	125.37843939911035	{'do': 11.472977214236394, 'you': 4.298319327731092, 'home': 109.60714285714286}	I do have a cat and a dog at home. Their names are Mia and Oscar	100.74186432292389	{'do': 17.20946582135459, 'you': 4.298319327731092, 'get': 6.162650602409638, 'home': 73.07142857142857}	I convinced my parents by talking to the friend that went to the university and he confirmed that it's the best place and that it's very safe	97.21143369253844	{'do': 5.736488607118197, 'you': 4.298319327731092, 'get': 6.162650602409638, 'home': 36.535714285714285, 'safe': 44.47826086956522}
2018-05-06 02:37:25	margarita	do you like books	When I was 16 I read Unremembered by Jessica Brody, some sci-fi teenage book, and it was so interesting that I started reading even more than before	269.5205415499533	{'you': 4.298319327731092, 'book': 265.2222222222222}	I do my best not to, but of course I do in the beginning of meeting someone or learning a concept	216.6887182006483	{'do': 22.94595442847279, 'you': 4.298319327731092, 'book': 189.44444444444443}	The Peak because my name is the peak of a mountain in Uganda and I always try to reach the peak of my potential	193.03391812865496	{'like': 3.5894736842105264, 'book': 189.44444444444443}
2018-05-06 02:37:25	margarita	so you like reading	When I was 16 I read Unremembered by Jessica Brody, some sci-fi teenage book, and it was so interesting that I started reading even more than before	855.5633665966385	{'so': 31.0, 'you': 4.298319327731092, 'read': 26.640625, 'reading': 1364.0}	Thank you so much	79.76276551106272	{'so': 46.5, 'you': 8.596638655462185, 'like': 24.666126855600538}	That's nice of you to say	69.59089051106272	{'so': 31.0, 'you': 8.596638655462185, 'like': 24.666126855600538, 'read': 5.328125}
2018-05-06 02:37:25	margarita	what is your favorite thing that happened here at university	Getting into NYUAD. Even if I fit in well here, I understand that a lot of amazing people applied here so I must have had a lot of luck	873.4375420552541	{'what': 6.959183673469388, 'is': 12.47560975609756, 'thing': 62.0, 'that': 29.652173913043477, 'happen': 23.517241379310345, 'here': 568.3333333333334, 'happened': 170.5}	My brother's friend went here	409.59195402298855	{'happen': 11.758620689655173, 'here': 397.83333333333337}	You should google it	397.83333333333337	{'here': 397.83333333333337}
2018-05-06 02:37:25	margarita	and what do you do here at weekend	No, because I like it here a lot and I don't have time to party	425.0776070895372	{'do': 22.945954428472785, 'you': 4.298319327731092, 'here': 397.83333333333337}	You should google it	417.9029492030319	{'do': 11.472977214236392, 'you': 8.596638655462185, 'here': 397.83333333333337}	I applied online	413.6046298753008	{'do': 11.472977214236392, 'you': 4.298319327731092, 'here': 397.83333333333337}
2018-05-06 02:37:25	margarita	did you study away	Because the UAE is a great place	81.24190907132083	{'you': 4.298319327731092, 'studi': 10.492307692307692, 'away': 45.46666666666667, 'study': 20.984615384615385}	Because I love the idea of it	81.24190907132083	{'you': 4.298319327731092, 'studi': 10.492307692307692, 'away': 45.46666666666667, 'study': 20.984615384615385}	Well, NYUAD offers a good scholarship and it's a good university	81.24190907132083	{'you': 4.298319327731092, 'studi': 10.492307692307692, 'away': 45.46666666666667, 'study': 20.984615384615385}
2018-05-06 02:37:25	margarita	if you travel around the uae	Because the UAE a great place	515.7983193277311	{'you': 4.298319327731092, 'uae': 511.5}	I'd probably try some of the big universities like Harvard and Oxford, but also some lesser known universities around Europe	328.5527836134454	{'if': 31.96875, 'you': 4.298319327731092, 'around': 292.2857142857143}	Because the UAE is a great place	322.2664915966386	{'you': 4.298319327731092, 'travel': 21.3125, 'uae': 511.5}
2018-05-06 02:37:25	margarita	who is your favorite boxer	I don't have one idol. I look up to my family for being so loving and hard-working and I look up to other musicians in terms of their art	146.31214821763604	{'who': 124.0, 'is': 12.47560975609756, 'your': 9.836538461538462}	My biggest accomplishment is who I have become: I am proud of the fact that I love myself the way I am while I still criticize myself and try learn from my many mistakes every day	146.31214821763604	{'who': 124.0, 'is': 12.47560975609756, 'your': 9.836538461538462}	My biggest accomplishment is who I have become: I am proud of the fact that I love myself the way I am while I still criticize myself and try learn from my many mistakes every day	146.31214821763604	{'who': 124.0, 'is': 12.47560975609756, 'your': 9.836538461538462}
2018-05-06 02:37:25	margarita	what sports do you play	I play sports at least twice a week	250.83425711081043	{'sport': 59.31680672268907, 'do': 11.472977214236394, 'you': 4.298319327731092, 'play': 39.34615384615384, 'sports': 136.4}	Ummm I like singing, doing sports, eating, hanging out with friends, traveling and sometimes even amateur modeling	151.23191918602663	{'what': 6.959183673469388, 'sport': 39.54453781512605, 'do': 19.114493754315486, 'you': 4.298319327731092, 'play': 13.115384615384613, 'sports': 68.2}	I love volleyball, biking, boxing and rock-climbing	143.59040264594756	{'what': 6.959183673469388, 'sport': 39.54453781512605, 'do': 11.472977214236394, 'you': 4.298319327731092, 'play': 13.115384615384613, 'sports': 68.2}
2018-05-06 02:37:25	margarita	which sports do you play	I play sports at least twice a week	150.50055426648623	{'sport': 59.31680672268907, 'do': 11.472977214236394, 'you': 4.298319327731092, 'play': 39.34615384615384, 'sports': 136.4}	Ummm I like singing, doing sports, eating, hanging out with friends, traveling and sometimes even amateur modeling	144.27273551255723	{'sport': 39.54453781512605, 'do': 19.114493754315486, 'you': 4.298319327731092, 'play': 13.115384615384613, 'sports': 68.2}	I love volleyball, biking, boxing and rock-climbing	136.63121897247817	{'sport': 39.54453781512605, 'do': 11.472977214236394, 'you': 4.298319327731092, 'play': 13.115384615384613, 'sports': 68.2}
2018-05-06 02:37:25	margarita	do you like football	Yes, but I like to keep things like this private	52.770486825368295	{'do': 11.472977214236394, 'you': 4.298319327731092, 'like': 36.99919028340081}	I like to squeeze orange juice with the little plastic bowl-thingie, not a machine	52.770486825368295	{'do': 11.472977214236394, 'you': 4.298319327731092, 'like': 36.99919028340081}	I like different kinds of sushi, but mostly the ones with salmon	52.770486825368295	{'do': 11.472977214236394, 'you': 4.298319327731092, 'like': 36.99919028340081}
2018-05-06 02:37:25	margarita	tell me something about interesting about yourself	My first crush was a boy at my kindergarten, but there's no interesting story about that	221.64999999999998	{'interest': 85.25, 'interesting': 136.4}	Thanks	221.64999999999998	{'interest': 85.25, 'interesting': 136.4}	That's nice of you to say	221.64999999999998	{'interest': 85.25, 'interesting': 136.4}
2018-05-06 02:37:25	margarita	do you like coffee	Drink coffee	1023.0	{'coffe': 341.0, 'coffee': 682.0}	I love fruit salads and milk chocolate	511.5	{'coffe': 170.5, 'coffee': 341.0}	I like to squeeze orange juice with the little plastic bowl-thingie, not a machine	52.770486825368295	{'do': 11.472977214236394, 'you': 4.298319327731092, 'like': 36.99919028340081}
2018-05-06 02:37:25	margarita	what is your favorite	My favorite sport is definitely volleyball	135.97881488430266	{'is': 12.47560975609756, 'your': 9.836538461538462, 'favorit': 37.888888888888886, 'favorite': 75.77777777777777}	I think Alessia Cara is very talented	117.52471942498076	{'what': 6.959183673469388, 'is': 24.95121951219512, 'your': 9.836538461538462, 'favorit': 25.25925925925926, 'favorite': 50.51851851851852}	I love all music genres, really! I especially like dubstep, pop, hip hop and classical sometimes	105.04910966888318	{'what': 6.959183673469388, 'is': 12.47560975609756, 'your': 9.836538461538462, 'favorit': 25.25925925925926, 'favorite': 50.51851851851852}
2018-05-06 02:37:25	margarita	how long did you have you been playing volleyball	In school in Moldova we were taught to play all volleyball positions, so I don't have a particular favorite position	805.4620232708469	{'you': 8.596638655462185, 'have': 16.5, 'play': 13.115384615384613, 'volleybal': 255.75, 'volleyball': 511.5}	I used to play volleyball at NYUAD, but I had to leave because I've injured my back because I wasn't serving correctly	797.2120232708469	{'you': 8.596638655462185, 'have': 8.25, 'play': 13.115384615384613, 'volleybal': 255.75, 'volleyball': 511.5}	I love volleyball, biking, boxing and rock-climbing	524.468433527257	{'you': 8.596638655462185, 'play': 4.371794871794871, 'volleybal': 170.5, 'volleyball': 341.0}
2018-05-06 02:37:25	margarita	how often do you play volleyball	I used to play volleyball at NYUAD, but I had to leave because I've injured my back because I wasn't serving correctly	822.3674503881214	{'do': 11.472977214236394, 'you': 4.298319327731092, 'play': 39.34615384615384, 'volleybal': 255.75, 'volleyball': 511.5}	I love volleyball, biking, boxing and rock-climbing	540.3866811573521	{'do': 11.472977214236394, 'you': 4.298319327731092, 'play': 13.115384615384613, 'volleybal': 170.5, 'volleyball': 341.0}	In school in Moldova we were taught to play all volleyball positions, so I don't have a particular favorite position	493.4204702328728	{'do': 11.472977214236394, 'you': 4.298319327731092, 'play': 39.34615384615384, 'volleybal': 255.75, 'volleyball': 511.5}
2018-05-06 02:37:25	margarita	where do you study on campus	Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and small classes with experts in the field	452.1499002911595	{'do': 11.472977214236394, 'studi': 20.984615384615385, 'campu': 136.4, 'study': 10.492307692307692, 'campus': 272.8}	Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and small classes with experts in the field	452.1499002911595	{'do': 11.472977214236394, 'studi': 20.984615384615385, 'campu': 136.4, 'study': 10.492307692307692, 'campus': 272.8}	Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and small classes with experts in the field	452.1499002911595	{'do': 11.472977214236394, 'studi': 20.984615384615385, 'campu': 136.4, 'study': 10.492307692307692, 'campus': 272.8}
2018-05-06 02:37:25	margarita	what is your favorite asia	I think Alessia Cara is very talented	117.52471942498076	{'what': 6.959183673469388, 'is': 24.95121951219512, 'your': 9.836538461538462, 'favorit': 25.25925925925926, 'favorite': 50.51851851851852}	I love all music genres, really! I especially like dubstep, pop, hip hop and classical sometimes	105.04910966888318	{'what': 6.959183673469388, 'is': 12.47560975609756, 'your': 9.836538461538462, 'favorit': 25.25925925925926, 'favorite': 50.51851851851852}	Definitely Pentatonix	105.04910966888318	{'what': 6.959183673469388, 'is': 12.47560975609756, 'your': 9.836538461538462, 'favorit': 25.25925925925926, 'favorite': 50.51851851851852}
2018-05-06 02:37:25	margarita	what subject are you studying	Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and small classes with experts in the field	459.4131868131868	{'subject': 29.228571428571428, 'studi': 20.984615384615385, 'studying': 409.20000000000005}	Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and small classes with experts in the field	459.4131868131868	{'subject': 29.228571428571428, 'studi': 20.984615384615385, 'studying': 409.20000000000005}	I am studying at New York University in Abu Dhabi	327.3115061409179	{'subject': 29.228571428571428, 'you': 4.298319327731092, 'studi': 20.984615384615385, 'studying': 272.8}
2018-05-06 02:37:25	margarita	what is your major	Maybe engineering, because they have to take a lot of science classes that don't directly relate to their major, but anything can be hard if you have high standards for your work	578.1698717948718	{'your': 9.836538461538462, 'major': 568.3333333333334}	I study music and I have a minor in economics. I am mostly learning music technology and composition, but I am also taking other liberal arts fun classes	427.10466522443875	{'what': 6.959183673469388, 'is': 12.47560975609756, 'your': 9.836538461538462, 'major': 397.83333333333337}	I will probably work with kids or do something with my knowledge of languages. The major is not as important as long as you're skilled	417.26812676290024	{'what': 6.959183673469388, 'is': 12.47560975609756, 'major': 397.83333333333337}
2018-05-06 02:37:25	margarita	do you think music is hot	New York for sure! It is lively and diverse, I just feel like my personality would fit in very well	1039.7739290838285	{'you': 4.298319327731092, 'is': 12.47560975609756, 'hot': 1023.0}	Back in kindergarten, I would always sing to my dolls and attempt to write music, so I always thought I'd be a singer	111.45657153710069	{'do': 5.736488607118197, 'you': 4.298319327731092, 'think': 30.655555555555555, 'music': 58.29059829059828, 'is': 12.47560975609756}	Back in kindergarten, I would always sing to my dolls and attempt to write music, so I always thought I'd be a singer	103.27928110873422	{'do': 5.736488607118197, 'you': 8.596638655462185, 'think': 30.655555555555555, 'music': 58.29059829059828}
2018-05-06 02:37:25	margarita	what is your favorite city	New York for sure! It is lively and diverse, I just feel like my personality would fit in very well	420.8608760577402	{'what': 6.959183673469388, 'is': 12.47560975609756, 'citi': 227.33333333333334, 'city': 454.6666666666667}	Abu Dhabi is one of the emirates or cities of the United Arab Emirates and also its capital. It's a 2-hour drive away from Dubai	360.14624191139865	{'what': 6.959183673469388, 'is': 24.95121951219512, 'citi': 227.33333333333334, 'city': 341.0}	Abu Dhabi is one of the emirates or cities of the United Arab Emirates and also its capital. It's a 2-hour drive away from Dubai	355.97073170731704	{'is': 24.95121951219512, 'citi': 227.33333333333334, 'city': 341.0}
2018-05-06 02:37:25	margarita	i think that's true	That's nice of you to say	141.63733183856505	{'i': 13.762331838565022, "that'": 42.625, "that's": 85.25}	I wanted to be a pop singer and I was super sure that that's what I was going to become. I guess close enough	109.95249750871946	{'i': 22.937219730941706, 'think': 23.077777777777776, "that'": 21.3125, "that's": 42.625}	I wanted to be a pop singer and I was super sure that that's what I was going to become. I guess close enough	109.95249750871946	{'i': 22.937219730941706, 'think': 23.077777777777776, "that'": 21.3125, "that's": 42.625}
2018-05-06 02:37:25	margarita	where did you go to high school	Somebody told me lately that I am always full of life and I'm still high off that compliment	686.2983193277312	{'you': 4.298319327731092, 'high': 682.0}	Somebody told me lately that I am always 'full of life' and I'm still high off that compliment	686.2983193277312	{'you': 4.298319327731092, 'high': 682.0}	Maybe engineering, because they have to take a lot of science classes that don't directly relate to their major, but anything can be hard if you have high standards for your work	424.33281717976155	{'you': 4.298319327731092, 'go': 8.05511811023622, 'to': 12.867924528301888, 'high': 682.0}
2018-05-06 02:37:25	margarita	do you think you're always full of life	Wonder Woman because I always wonder what I should do next with my life	345.8775488254896	{'do': 11.472977214236394, 'alway': 40.11764705882353, 'full': 22.23913043478261, 'life': 191.8125, 'always': 80.23529411764706}	The Peak because my name is the peak of a mountain in Uganda and I always try to reach the peak of my potential	248.2279411764706	{'alway': 40.11764705882353, 'life': 127.875, 'always': 80.23529411764706}	The Peak because my name is the peak of a mountain in Uganda and I always try to reach the peak of my potential	248.2279411764706	{'alway': 40.11764705882353, 'life': 127.875, 'always': 80.23529411764706}
2018-05-06 02:37:25	margarita	what do you want to do after you graduate	After I graduate I want to work in the music industry, with record labels, studios and things like that. But I'm really open to anything	923.9966740874055	{'do': 22.945954428472785, 'you': 17.19327731092437, 'want': 139.5, 'to': 19.301886792452834, 'after': 213.55555555555554, 'graduat': 170.5, 'graduate': 341.0}	After I graduate I want to work in the music industry, with record labels, studios and things like that. But I'm really open to anything	868.9000354319435	{'do': 22.945954428472785, 'you': 8.596638655462185, 'want': 93.0, 'to': 19.301886792452834, 'after': 213.55555555555554, 'graduat': 170.5, 'graduate': 341.0}	I graduate in 2019	798.7925930839349	{'do': 22.945954428472785, 'you': 8.596638655462185, 'graduat': 255.75, 'graduate': 511.5}
2018-05-06 02:37:25	margarita	what are you doing in summer	It was English Adventure in Niigata	693.2575030012006	{'what': 6.959183673469388, 'you': 4.298319327731092, 'summer': 682.0}	It was 'English Adventure' in Niigata	686.2983193277312	{'you': 4.298319327731092, 'summer': 682.0}	Ummm I like singing, doing sports, eating, hanging out with friends, traveling and sometimes even amateur modeling	189.37761473304406	{'what': 6.959183673469388, 'you': 4.298319327731092, 'do': 7.620111731843576, 'doing': 170.5}
2018-05-06 02:37:25	margarita	what is your favorite film	I loved 'The Intouchables' and the first 'Divergent' movie	145.79078682755153	{'your': 9.836538461538462, 'favorit': 25.25925925925926, 'film': 60.17647058823529, 'favorite': 50.51851851851852}	I love science-fiction, comedy and spooky things	145.79078682755153	{'your': 9.836538461538462, 'favorit': 25.25925925925926, 'film': 60.17647058823529, 'favorite': 50.51851851851852}	My favorite ones so far are Music Theory, Music Technology and Private Composition Instruction	142.91343203948244	{'what': 6.959183673469388, 'favorit': 25.25925925925926, 'film': 60.17647058823529, 'favorite': 50.51851851851852}
2018-05-06 02:37:25	margarita	what is your favorite book	I recently read 'Spike Heels' by Theresa Rebeck and absolutely loved it	350.83653846153845	{'your': 9.836538461538462, 'favorit': 25.25925925925926, 'book': 265.2222222222222, 'favorite': 50.51851851851852}	I love science-fiction, comedy and spooky things	350.83653846153845	{'your': 9.836538461538462, 'favorit': 25.25925925925926, 'book': 265.2222222222222, 'favorite': 50.51851851851852}	The Peak because my name is the peak of a mountain in Uganda and I always try to reach the peak of my potential	294.4935541133276	{'what': 6.959183673469388, 'is': 12.47560975609756, 'your': 9.836538461538462, 'book': 265.2222222222222}
2018-05-06 02:37:25	margarita	what is your favorite food	I love sushi! But I also love chinese food, all the meat and noodles	1620.1143162393164	{'your': 9.836538461538462, 'favorit': 25.25925925925926, 'food': 1534.5, 'favorite': 50.51851851851852}	I love eating solyanka and sushi	1108.6143162393164	{'your': 9.836538461538462, 'favorit': 25.25925925925926, 'food': 1023.0, 'favorite': 50.51851851851852}	I love all music genres, really! I especially like dubstep, pop, hip hop and classical sometimes	105.04910966888318	{'what': 6.959183673469388, 'is': 12.47560975609756, 'your': 9.836538461538462, 'favorit': 25.25925925925926, 'favorite': 50.51851851851852}
2018-05-06 02:37:25	margarita	what is the most interesting fact you have taken here	My favorite ones so far are Music Theory, Music Technology and Private Composition Instruction	2073.7575030012003	{'what': 6.959183673469388, 'you': 4.298319327731092, 'have': 16.5, 'taken': 2046.0}	The fact that you meet people from all over the world and get to participate in amazing projects, like me right now being an AVATAR	436.44447779111647	{'what': 6.959183673469388, 'most': 120.35294117647058, 'fact': 292.2857142857143, 'you': 8.596638655462185, 'have': 8.25}	Meeting other musicians who are just as passionate and the fact that working makes me happy	432.1461584633854	{'what': 6.959183673469388, 'most': 120.35294117647058, 'fact': 292.2857142857143, 'you': 4.298319327731092, 'have': 8.25}
2018-05-06 02:37:25	margarita	so you compose music	I like writing epic/war type of songs or relaxed music, all in the minor chord. I can't seem to write happy songs yet	149.84817687758863	{'you': 4.298319327731092, 'compos': 25.25925925925926, 'music': 58.29059829059828, 'compose': 62.0}	Back in kindergarten, I would always sing to my dolls and attempt to write music, so I always thought I'd be a singer	141.51686657569013	{'so': 31.0, 'you': 8.596638655462185, 'compos': 12.62962962962963, 'music': 58.29059829059828, 'compose': 31.0}	Back in kindergarten, I would always sing to my dolls and attempt to write music, so I always thought I'd be a singer	137.218547247959	{'so': 31.0, 'you': 4.298319327731092, 'compos': 12.62962962962963, 'music': 58.29059829059828, 'compose': 31.0}
2018-05-06 02:37:25	margarita	how long have you been composing music	I've played the cello for less than a year, so I'm probably not that good	316.4171163202123	{'how': 17.947368421052634, 'long': 204.60000000000002, 'have': 16.5, 'you': 4.298319327731092, 'been': 73.07142857142857}	I've played the flute for less than a year, so I'm probably not that good	316.4171163202123	{'how': 17.947368421052634, 'long': 204.60000000000002, 'have': 16.5, 'you': 4.298319327731092, 'been': 73.07142857142857}	I've played the ukulele for less than a year, so I'm probably not that good	316.4171163202123	{'how': 17.947368421052634, 'long': 204.60000000000002, 'have': 16.5, 'you': 4.298319327731092, 'been': 73.07142857142857}
